
# Generation Number  Best Fitness  Average Fitness  Worst Fitness
 769  0.031436  0.033134  0.035180
 770  0.032144  0.033168  0.034856
 771  0.031753  0.033181  0.035181
 772  0.032199  0.033140  0.034226
 773  0.032126  0.033069  0.034383
 774  0.031394  0.032989  0.034668
 775  0.031874  0.032982  0.034039
 776  0.031610  0.033059  0.034215
 777  0.031464  0.033061  0.034352
 778  0.032141  0.033085  0.034688
 779  0.031862  0.032997  0.034427
 780  0.031731  0.033010  0.034572
 781  0.031586  0.033037  0.034368
 782  0.031339  0.033067  0.034789
 783  0.031844  0.033075  0.034223
 784  0.031896  0.033083  0.035079
 785  0.032041  0.033134  0.035596
 786  0.031635  0.033066  0.034666
 787  0.031872  0.033114  0.034317
 788  0.031453  0.033038  0.034715
 789  0.031706  0.033010  0.034411
 790  0.031196  0.033062  0.034661
 791  0.031745  0.033082  0.034403
 792  0.031314  0.033060  0.034684
 793  0.031345  0.032969  0.034002
 794  0.031449  0.032999  0.034436
 795  0.030855  0.033001  0.034827
 796  0.032001  0.033011  0.034011
 797  0.031999  0.032979  0.034116
 798  0.030657  0.032961  0.036408
 799  0.031429  0.032980  0.034815
 800  0.032010  0.032993  0.034193
 801  0.031545  0.032979  0.034398
 802  0.032116  0.033073  0.034356
 803  0.031942  0.033163  0.034700
 804  0.031938  0.033156  0.034368
 805  0.032236  0.033171  0.035243
 806  0.031752  0.033156  0.035436
 807  0.031799  0.033138  0.035502
 808  0.031968  0.033133  0.034389
 809  0.031822  0.033081  0.034145
 810  0.031404  0.033092  0.034629
 811  0.030826  0.033102  0.034555
 812  0.032051  0.033138  0.034218
 813  0.032174  0.033124  0.033870
 814  0.031282  0.033164  0.034915
 815  0.031135  0.033092  0.034425
 816  0.032179  0.033189  0.034420
 817  0.032114  0.033216  0.034133
 818  0.032142  0.033223  0.034375
 819  0.031989  0.033252  0.034722
 820  0.031780  0.033266  0.034921
 821  0.031490  0.033150  0.034883
 822  0.031992  0.033172  0.035177
 823  0.031542  0.033159  0.035517
 824  0.031787  0.033142  0.034711
 825  0.030490  0.033190  0.040397
 826  0.031834  0.033199  0.035322
 827  0.031789  0.033219  0.034358
 828  0.031536  0.033160  0.034026
 829  0.031907  0.033272  0.034497
 830  0.032084  0.033224  0.034431
 831  0.031996  0.033184  0.034233
 832  0.031649  0.033205  0.035096
 833  0.031730  0.033189  0.035043
 834  0.031796  0.033089  0.034469
 835  0.031867  0.033146  0.034093
 836  0.031542  0.033179  0.035849
 837  0.031426  0.033078  0.035069
 838  0.031863  0.033131  0.035120
 839  0.031613  0.033131  0.034267
 840  0.031291  0.033224  0.034487
 841  0.031293  0.033257  0.034633
 842  0.030844  0.033226  0.034651
 843  0.031591  0.033236  0.035999
 844  0.031610  0.033191  0.035504
 845  0.031620  0.033234  0.034769
 846  0.032077  0.033264  0.035093
 847  0.031636  0.033224  0.035488
 848  0.031157  0.033159  0.034616
 849  0.031205  0.033199  0.034292
 850  0.031107  0.033091  0.034740
 851  0.031016  0.033120  0.035341
 852  0.030965  0.033159  0.035178
 853  0.030977  0.033129  0.035166
 854  0.031288  0.033071  0.034578
 855  0.031409  0.033141  0.035106
 856  0.030956  0.033096  0.036828
 857  0.031816  0.033071  0.034943
 858  0.032026  0.033036  0.034538
 859  0.031951  0.033145  0.034542
 860  0.032266  0.033180  0.034218
 861  0.031908  0.033125  0.034984
 862  0.031786  0.033099  0.034431
 863  0.031788  0.033103  0.034579
 864  0.031795  0.033189  0.035212
 865  0.032004  0.033198  0.034175
 866  0.032187  0.033186  0.034608
 867  0.032138  0.033240  0.034799
 868  0.032141  0.033257  0.034454
 869  0.032152  0.033196  0.034391
 870  0.032120  0.033235  0.035305
 871  0.032135  0.033232  0.034410
 872  0.032114  0.033231  0.035298
 873  0.032116  0.033203  0.034260
 874  0.031653  0.033291  0.035379
 875  0.030688  0.033205  0.037097
 876  0.030688  0.033141  0.034736
 877  0.031841  0.033246  0.036351
 878  0.031969  0.033225  0.036321
 879  0.031202  0.033227  0.037351
 880  0.031272  0.033129  0.034980
 881  0.031892  0.033125  0.034908
 882  0.031940  0.033167  0.035004
 883  0.031907  0.033147  0.034579
 884  0.031756  0.033236  0.035661
 885  0.031969  0.033253  0.034858
 886  0.032008  0.033258  0.034580
 887  0.031726  0.033197  0.034494
 888  0.031583  0.033257  0.035026
 889  0.031670  0.033172  0.034312
 890  0.031698  0.033174  0.034373
 891  0.032026  0.033199  0.035029
 892  0.032335  0.033206  0.034208
 893  0.032263  0.033207  0.035446
 894  0.031958  0.033170  0.034780
 895  0.031820  0.033101  0.034425
 896  0.031764  0.033129  0.034023
 897  0.031586  0.033110  0.034645
 898  0.031531  0.033097  0.035436
 899  0.032262  0.033188  0.034640
 900  0.031892  0.033183  0.034813
 901  0.031605  0.033150  0.034615
 902  0.031658  0.033164  0.034735
 903  0.031447  0.033196  0.035162
 904  0.031511  0.033225  0.034701
 905  0.032275  0.033287  0.035054
 906  0.031699  0.033228  0.035081
 907  0.031934  0.033170  0.034598
 908  0.032101  0.033208  0.034327
 909  0.032023  0.033232  0.034122
 910  0.031969  0.033329  0.034683
 911  0.030632  0.033325  0.036719
 912  0.031958  0.033278  0.034495
 913  0.032113  0.033312  0.034201
 914  0.032237  0.033337  0.034934
 915  0.032110  0.033320  0.034508
 916  0.032246  0.033281  0.034644
 917  0.031822  0.033292  0.034938
 918  0.032225  0.033322  0.034564
 919  0.032038  0.033305  0.035700
 920  0.032046  0.033330  0.035152
 921  0.032131  0.033355  0.035088
 922  0.031870  0.033285  0.035007
 923  0.031786  0.033275  0.034498
 924  0.032358  0.033382  0.034775
 925  0.032505  0.033290  0.034400
 926  0.031881  0.033234  0.034788
 927  0.032168  0.033292  0.034402
 928  0.031685  0.033246  0.035007
 929  0.031837  0.033203  0.035318
 930  0.031530  0.033262  0.034631
 931  0.031498  0.033251  0.035012
 932  0.031217  0.033149  0.034386
 933  0.030699  0.033242  0.037109
 934  0.032022  0.033191  0.034105
 935  0.031476  0.033246  0.035113
 936  0.032406  0.033315  0.034935
 937  0.032389  0.033308  0.034571
 938  0.032010  0.033340  0.035208
 939  0.032179  0.033354  0.034696
 940  0.032177  0.033271  0.034509
 941  0.031863  0.033257  0.034744
 942  0.032426  0.033309  0.035674
 943  0.032305  0.033264  0.035263
 944  0.031325  0.033219  0.035873
 945  0.031928  0.033255  0.034711
 946  0.031679  0.033140  0.035274
 947  0.031595  0.033119  0.034381
 948  0.031800  0.033269  0.034778
 949  0.031838  0.033236  0.034510
 950  0.032322  0.033269  0.034251
 951  0.032224  0.033290  0.034972
 952  0.032354  0.033289  0.035208
 953  0.031833  0.033242  0.035096
 954  0.031783  0.033269  0.035488
 955  0.032040  0.033162  0.034516
 956  0.032166  0.033197  0.034452
 957  0.031564  0.033216  0.035993
 958  0.031361  0.033171  0.034439
 959  0.031370  0.033226  0.034452
 960  0.032202  0.033230  0.034395
 961  0.031747  0.033288  0.034725
 962  0.032218  0.033213  0.034408
 963  0.032184  0.033203  0.034975
 964  0.032097  0.033185  0.034313
 965  0.031996  0.033265  0.035590
 966  0.032250  0.033223  0.034486
 967  0.032112  0.033167  0.034824
 968  0.031713  0.033192  0.035311
 969  0.031712  0.033157  0.034640
 970  0.031893  0.033189  0.034706
 971  0.031885  0.033168  0.035061
 972  0.032032  0.033128  0.034115
 973  0.031572  0.033067  0.034070
 974  0.032409  0.033145  0.034551
 975  0.031799  0.033108  0.034147
 976  0.031476  0.033039  0.034572
 977  0.031240  0.033022  0.034294
 978  0.031664  0.033056  0.034299
 979  0.031921  0.033070  0.034135
 980  0.031740  0.033105  0.034584
 981  0.032131  0.033118  0.034911
 982  0.031819  0.033115  0.034571
 983  0.031516  0.033078  0.034735
 984  0.030829  0.032975  0.034928
 985  0.030913  0.032960  0.034371
 986  0.030899  0.032973  0.034751
 987  0.030737  0.033051  0.034215
 988  0.030817  0.033057  0.034240
 989  0.030811  0.033202  0.034746
 990  0.032034  0.033158  0.035001
 991  0.031988  0.033126  0.034132
 992  0.032036  0.033101  0.034223
 993  0.031948  0.033067  0.034952
 994  0.031933  0.033140  0.034257
 995  0.031809  0.033123  0.034261
 996  0.032117  0.033105  0.035241
 997  0.032299  0.033166  0.034871
 998  0.031832  0.033087  0.035199
 999  0.032077  0.033146  0.034278
 1000  0.031888  0.033109  0.034013
