0.028542677,-0.013175421,0.007036896,0.033711057,0.012571701,0.053905265,0.036064536,0.015477782
0.00302115,0.023592182,0.01242252,-0.035393144,-0.04091523,0.054374064,0.016098899,-0.011783955
-0.016423727,0.008170331,-0.068218878,0.059792428,0.032112851,-0.021631266,-0.00626874,0.083193144
0.006419096,-0.006875833,0.013766825,0.049499743,0.03001893,0.010757821,0.018003533,0.044877451
-0.021559197,0.001723396,0.019210164,-0.041602055,-0.053813714,-0.010287675,-0.011318271,-0.064189651
-0.013477715,-0.008429748,-0.031044622,0.000943545,-0.020828004,-0.01563272,-0.006266121,-0.009527839
-0.023628175,0.021048887,-0.030047982,-0.030968157,0.01696774,0.034259568,-0.017614772,-0.045168968
0.009326326,0.033851958,0.035182782,-0.032292757,-0.028043803,-0.004624286,0.011590236,-0.021000464
-0.00964948,0.07936286,-0.043840845,-0.002682765,-0.033983853,0.023363408,-0.003519395,0.044469394
-0.015307252,0.040723299,0.005336904,-0.008430332,-0.059776216,-0.000679425,0.002816507,0.061623504
-0.002958096,-0.079223073,-0.000998502,0.061719618,-0.010098878,0.006773564,0.035503418,-0.011599838
0.010803837,-0.019116472,0.017822254,-0.021236319,0.004403354,-0.019082814,-0.017386981,0.03221466
0.025399211,0.041352614,0.02200024,-0.009147401,0.001536604,0.003663008,0.007429864,0.020812888
0.029096374,0.027586644,0.007650659,0.005890069,0.1242208,0.003649639,0.011855423,0.048513904
-0.004945914,0.08865199,0.022296417,0.072965395,0.033901552,0.001365188,0.014524193,0.012755435
0.003402942,0.042530992,-0.027390348,0.02515856,0.068218539,0.032657789,0.018912155,-0.011852132
0.074372651,-0.023142629,-0.003837549,-0.039824267,-0.027306661,-0.005074473,-0.003412077,0.010695919
-0.002296212,-0.024553663,0.035566298,-0.020523108,-0.006492358,0.035205722,0.003543078,-0.006110567
-0.005763705,0.005680366,-0.013385414,-0.04893155,-0.038171869,-0.022239932,-0.010667119,-0.022536984
0.02342295,0.025253439,0.065497791,0.021218358,0.017699577,0.004791993,0.03128106,0.037381103
0.014017611,-0.002849244,-0.012107043,-0.018911552,-0.026763083,0.001736865,-0.013045067,-0.014012004
0.005275592,-0.013858596,-0.040933409,0.001973036,-0.052771905,-0.010247555,0.004022062,-0.006105976
0.045210027,0.009653729,0.073378166,0.017584302,0.019798707,0.027452281,0.021393245,0.016489479
0.007121222,0.078732355,0.027515564,0.017914747,-0.012228949,0.021723938,0.011718146,-0.029399425
-0.019639697,0.019133434,-0.016077063,0.052196501,0.012228949,-0.015771539,-0.003262236,0.001461841
0.011724088,-0.024600916,-0.014895721,0.030525411,-0.066252071,0.006970141,-0.011121055,-0.027045912
0.005810899,0.043525105,0.057479029,0.025646125,0.003345884,0.036578104,0.006333946,0.006031233
0.015419095,-0.025979433,0.040320506,0.08425747,-0.031816045,0.040951856,0.007422818,-0.017051567
-0.01095187,-0.011610936,-0.028671993,0.011957512,0.000861698,-0.033471785,0.004127844,-0.008793069
-0.016122987,-0.012220111,-0.017113008,-0.018779895,0.005583008,-0.010325023,0.023440501,0.000737677
0.008490367,-0.002051283,0.028361118,-0.015121657,0.008104118,-0.004691493,0.013323841,-0.000839739
0.001056245,0.017070339,0,-0.021343509,0.039972016,0.000408831,0.017059764,0.019784615
-0.024850978,0.004029139,-0.0527661,-0.140499516,-0.056030599,-0.039392402,-0.000591611,-0.031440845
0.010496665,-0.001392866,-0.020133957,0.010939318,-0.012160845,0.018951925,0.006841263,0.000270038
