# This file contains the data of final population
# of objectives = 2, # of constraints = 4, # of real_var = 9, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.545332e-02	-1.102583e-03	5.675742e-02	2.271212e-06	0.000000e+00	0.000000e+00	7.081648e-02	3.746821e-01	5.194505e-02	7.558829e-02	1.183172e-09	1.585348e-01	2.116759e-01	5.675742e-02	1.100312e-03	0.000000e+00	1	1.000000e+14
1.846132e-02	-1.570636e-03	1.245377e-03	4.144231e-04	0.000000e+00	0.000000e+00	1.300019e-05	7.315603e-01	2.612601e-01	7.612931e-06	5.003234e-05	5.576509e-03	2.870598e-04	1.245377e-03	1.156213e-03	0.000000e+00	1	1.000000e+14
1.832482e-02	-1.565018e-03	3.450805e-04	4.434940e-04	0.000000e+00	0.000000e+00	1.064962e-03	7.217824e-01	2.560521e-01	2.077178e-04	3.164283e-04	2.020152e-02	2.981024e-05	3.450805e-04	1.121524e-03	0.000000e+00	1	1.544547e-02
1.838634e-02	-1.566149e-03	3.570029e-03	4.211573e-04	0.000000e+00	0.000000e+00	3.535064e-05	7.036647e-01	2.850533e-01	1.977334e-05	7.823083e-08	7.374052e-03	2.827401e-04	3.570029e-03	1.144992e-03	0.000000e+00	1	1.527688e-02
1.676995e-02	-1.462068e-03	3.074810e-03	3.506837e-04	0.000000e+00	0.000000e+00	6.434502e-04	5.683237e-01	1.633945e-01	3.584516e-02	8.620246e-07	2.284404e-01	2.771243e-04	3.074810e-03	1.111385e-03	0.000000e+00	1	1.499567e-02
1.812915e-02	-1.556850e-03	1.780292e-03	4.138448e-04	0.000000e+00	0.000000e+00	3.566037e-05	6.968686e-01	2.612601e-01	9.950644e-06	8.349268e-08	3.975825e-02	2.870598e-04	1.780292e-03	1.143006e-03	0.000000e+00	1	1.469707e-02
1.666199e-02	-1.446418e-03	9.574382e-03	3.011010e-04	0.000000e+00	0.000000e+00	1.041638e-03	5.478026e-01	1.617634e-01	4.266517e-02	1.402171e-06	2.371502e-01	1.292969e-06	9.574382e-03	1.145317e-03	0.000000e+00	1	1.451797e-02
1.680451e-02	-1.465649e-03	4.742374e-03	1.635373e-04	0.000000e+00	0.000000e+00	2.167293e-04	5.746728e-01	1.526809e-01	1.593053e-02	7.915759e-06	2.516503e-01	9.847264e-05	4.742374e-03	1.302112e-03	0.000000e+00	1	1.433490e-02
1.631447e-02	-1.388046e-03	3.217936e-02	2.709122e-04	0.000000e+00	0.000000e+00	2.433700e-03	5.140649e-01	1.378496e-01	4.408817e-02	1.975650e-08	2.455319e-01	2.385243e-02	3.217936e-02	1.117134e-03	0.000000e+00	1	1.414703e-02
1.702741e-02	-1.490134e-03	1.324303e-03	1.627596e-04	0.000000e+00	0.000000e+00	1.044213e-04	5.701369e-01	2.111121e-01	1.856281e-03	1.322787e-06	2.146650e-01	7.997132e-04	1.324303e-03	1.327374e-03	0.000000e+00	1	1.407049e-02
1.595332e-02	-1.317818e-03	3.954169e-02	1.141662e-04	0.000000e+00	0.000000e+00	6.683479e-03	4.939984e-01	1.160027e-01	5.158993e-02	1.960392e-07	2.088519e-01	8.333169e-02	3.954169e-02	1.203652e-03	0.000000e+00	1	1.405045e-02
1.549355e-02	-1.157102e-03	4.924847e-02	5.648336e-05	0.000000e+00	0.000000e+00	6.086760e-02	4.141820e-01	5.997290e-02	6.999838e-02	5.704924e-08	1.661796e-01	1.795510e-01	4.924847e-02	1.100618e-03	0.000000e+00	1	1.405044e-02
